index,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month,Day,DayOfWeek,Is_Weekend,City_Code,Card Type_Code,Exp Type_Code,Gender_Code,Customer_ID,AE_Fraud
3617,Ahmedabad,2013-10-05,Signature,Grocery,M,229366,2013,10,5,5,1,8,2,4,1,31,0
5920,Ahmedabad,2013-10-05,Signature,Entertainment,M,261523,2013,10,5,5,1,8,2,1,1,32,0
6476,Ahmedabad,2013-10-05,Signature,Food,F,147199,2013,10,5,5,1,8,2,2,0,33,0
9208,Ahmedabad,2013-10-05,Silver,Entertainment,F,299794,2013,10,5,5,1,8,3,1,0,34,0
9727,Ahmedabad,2013-10-05,Signature,Food,M,158711,2013,10,5,5,1,8,2,2,1,35,0
11158,Ahmedabad,2013-10-05,Platinum,Food,F,44134,2013,10,5,5,1,8,1,2,0,36,0
1258,Ahmedabad,2013-10-06,Signature,Food,F,272214,2013,10,6,6,1,8,2,2,0,36,0
2103,Ahmedabad,2013-10-06,Gold,Fuel,M,265492,2013,10,6,6,1,8,0,3,1,37,0
7822,Ahmedabad,2013-10-06,Silver,Entertainment,F,1938,2013,10,6,6,1,8,3,1,0,38,0
11564,Ahmedabad,2013-10-06,Gold,Food,M,125804,2013,10,6,6,1,8,0,2,1,39,0
12383,Ahmedabad,2013-10-06,Silver,Food,F,34627,2013,10,6,6,1,8,3,2,0,40,0
3982,Ahmedabad,2013-10-07,Silver,Food,F,85887,2013,10,7,0,0,8,3,2,0,40,0
4334,Ahmedabad,2013-10-07,Platinum,Food,F,130267,2013,10,7,0,0,8,1,2,0,41,0
6491,Ahmedabad,2013-10-07,Platinum,Grocery,F,127358,2013,10,7,0,0,8,1,4,0,42,0
10638,Ahmedabad,2013-10-07,Platinum,Bills,M,56262,2013,10,7,0,0,8,1,0,1,43,0
12355,Ahmedabad,2013-10-07,Platinum,Food,M,25685,2013,10,7,0,0,8,1,2,1,44,0
1656,Ahmedabad,2013-10-08,Signature,Fuel,F,57789,2013,10,8,1,0,8,2,3,0,44,0
2442,Ahmedabad,2013-10-08,Gold,Fuel,M,60020,2013,10,8,1,0,8,0,3,1,45,0
12637,Ahmedabad,2013-10-08,Platinum,Entertainment,M,122753,2013,10,8,1,0,8,1,1,1,46,0
12925,Ahmedabad,2013-10-08,Gold,Food,F,87268,2013,10,8,1,0,8,0,2,0,47,0
2048,Ahmedabad,2013-10-09,Gold,Fuel,M,112553,2013,10,9,2,0,8,0,3,1,47,0
4009,Ahmedabad,2013-10-09,Silver,Grocery,M,64793,2013,10,9,2,0,8,3,4,1,48,0
4751,Ahmedabad,2013-10-09,Silver,Fuel,M,27626,2013,10,9,2,0,8,3,3,1,49,0
5031,Ahmedabad,2013-10-09,Signature,Food,F,20408,2013,10,9,2,0,8,2,2,0,50,0
7686,Ahmedabad,2013-10-09,Signature,Grocery,M,93385,2013,10,9,2,0,8,2,4,1,51,0
9459,Ahmedabad,2013-10-09,Silver,Bills,M,293423,2013,10,9,2,0,8,3,0,1,52,0
11214,Ahmedabad,2013-10-09,Platinum,Entertainment,F,27032,2013,10,9,2,0,8,1,1,0,53,0
13311,Ahmedabad,2013-10-09,Signature,Food,F,28640,2013,10,9,2,0,8,2,2,0,54,0
781,Ahmedabad,2013-10-10,Silver,Food,F,74794,2013,10,10,3,0,8,3,2,0,54,0
3323,Ahmedabad,2013-10-10,Signature,Food,F,93503,2013,10,10,3,0,8,2,2,0,55,0
11492,Ahmedabad,2013-10-10,Signature,Food,F,265844,2013,10,10,3,0,8,2,2,0,56,0
11974,Ahmedabad,2013-10-10,Silver,Entertainment,F,79847,2013,10,10,3,0,8,3,1,0,57,0
23,Ahmedabad,2013-10-11,Gold,Bills,F,668568,2013,10,11,4,0,8,0,0,0,57,0
854,Ahmedabad,2013-10-11,Silver,Bills,F,131578,2013,10,11,4,0,8,3,0,0,58,0
3514,Ahmedabad,2013-10-11,Gold,Food,M,186779,2013,10,11,4,0,8,0,2,1,59,0
7480,Ahmedabad,2013-10-11,Silver,Entertainment,F,39631,2013,10,11,4,0,8,3,1,0,60,0
1588,Ahmedabad,2013-10-12,Signature,Food,M,123647,2013,10,12,5,1,8,2,2,1,60,0
4106,Ahmedabad,2013-10-12,Signature,Fuel,F,196562,2013,10,12,5,1,8,2,3,0,61,0
5733,Ahmedabad,2013-10-12,Silver,Grocery,F,252655,2013,10,12,5,1,8,3,4,0,62,0
6946,Ahmedabad,2013-10-12,Gold,Fuel,F,148387,2013,10,12,5,1,8,0,3,0,63,0
8141,Ahmedabad,2013-10-12,Silver,Fuel,F,173381,2013,10,12,5,1,8,3,3,0,64,0
9655,Ahmedabad,2013-10-12,Signature,Fuel,F,186881,2013,10,12,5,1,8,2,3,0,65,0
11690,Ahmedabad,2013-10-12,Signature,Entertainment,F,185271,2013,10,12,5,1,8,2,1,0,66,0
648,Ahmedabad,2013-10-13,Signature,Food,F,155529,2013,10,13,6,1,8,2,2,0,66,0
1647,Ahmedabad,2013-10-13,Gold,Bills,F,238211,2013,10,13,6,1,8,0,0,0,67,0
4675,Ahmedabad,2013-10-13,Platinum,Bills,M,298523,2013,10,13,6,1,8,1,0,1,68,0
5988,Ahmedabad,2013-10-13,Platinum,Bills,F,31352,2013,10,13,6,1,8,1,0,0,69,0
8050,Ahmedabad,2013-10-13,Platinum,Entertainment,M,188278,2013,10,13,6,1,8,1,1,1,70,0
9654,Ahmedabad,2013-10-13,Gold,Food,F,122157,2013,10,13,6,1,8,0,2,0,71,0
10925,Ahmedabad,2013-10-13,Signature,Food,M,298591,2013,10,13,6,1,8,2,2,1,72,0
13669,Ahmedabad,2013-10-13,Silver,Entertainment,F,100961,2013,10,13,6,1,8,3,1,0,73,0
173,Ahmedabad,2013-10-14,Platinum,Bills,F,450413,2013,10,14,0,0,8,1,0,0,73,0
1617,Ahmedabad,2013-10-14,Signature,Grocery,M,254257,2013,10,14,0,0,8,2,4,1,74,0
1878,Ahmedabad,2013-10-14,Gold,Fuel,M,61555,2013,10,14,0,0,8,0,3,1,75,0
3920,Ahmedabad,2013-10-14,Silver,Grocery,F,221912,2013,10,14,0,0,8,3,4,0,76,0
4988,Ahmedabad,2013-10-14,Signature,Fuel,M,237189,2013,10,14,0,0,8,2,3,1,77,0
11017,Ahmedabad,2013-10-14,Signature,Bills,M,236711,2013,10,14,0,0,8,2,0,1,78,0
13091,Ahmedabad,2013-10-14,Silver,Bills,F,28993,2013,10,14,0,0,8,3,0,0,79,0
13697,Ahmedabad,2013-10-14,Gold,Food,F,47708,2013,10,14,0,0,8,0,2,0,80,0
1564,Ahmedabad,2013-10-15,Platinum,Food,M,53028,2013,10,15,1,0,8,1,2,1,80,0
1571,Ahmedabad,2013-10-15,Signature,Food,M,107217,2013,10,15,1,0,8,2,2,1,81,0
2412,Ahmedabad,2013-10-15,Signature,Fuel,M,273112,2013,10,15,1,0,8,2,3,1,82,0
2677,Ahmedabad,2013-10-15,Signature,Fuel,M,55729,2013,10,15,1,0,8,2,3,1,83,0
3193,Ahmedabad,2013-10-15,Platinum,Grocery,M,51765,2013,10,15,1,0,8,1,4,1,84,0
7313,Ahmedabad,2013-10-15,Gold,Bills,M,193608,2013,10,15,1,0,8,0,0,1,85,0
10977,Ahmedabad,2013-10-15,Platinum,Food,F,176911,2013,10,15,1,0,8,1,2,0,86,0
12185,Ahmedabad,2013-10-15,Signature,Fuel,M,287269,2013,10,15,1,0,8,2,3,1,87,0
7401,Ahmedabad,2013-10-16,Silver,Food,F,285372,2013,10,16,2,0,8,3,2,0,87,0
10934,Ahmedabad,2013-10-16,Gold,Grocery,M,207501,2013,10,16,2,0,8,0,4,1,88,0
13315,Ahmedabad,2013-10-16,Silver,Fuel,F,183607,2013,10,16,2,0,8,3,3,0,89,0
265,Ahmedabad,2013-10-17,Gold,Bills,F,569582,2013,10,17,3,0,8,0,0,0,89,0
6114,Ahmedabad,2013-10-17,Signature,Entertainment,M,145939,2013,10,17,3,0,8,2,1,1,90,0
7173,Ahmedabad,2013-10-17,Signature,Food,F,135124,2013,10,17,3,0,8,2,2,0,91,0
9962,Ahmedabad,2013-10-17,Signature,Food,F,144766,2013,10,17,3,0,8,2,2,0,92,0
18889,Ahmedabad,2013-10-17,Platinum,Grocery,F,282499,2013,10,17,3,0,8,1,4,0,93,0
1815,Ahmedabad,2013-10-18,Signature,Fuel,M,277592,2013,10,18,4,0,8,2,3,1,93,0
2231,Ahmedabad,2013-10-18,Signature,Fuel,M,192720,2013,10,18,4,0,8,2,3,1,94,0
2767,Ahmedabad,2013-10-18,Platinum,Grocery,F,139167,2013,10,18,4,0,8,1,4,0,95,0
5500,Ahmedabad,2013-10-18,Gold,Fuel,F,12595,2013,10,18,4,0,8,0,3,0,96,0
8980,Ahmedabad,2013-10-18,Signature,Bills,M,229087,2013,10,18,4,0,8,2,0,1,97,0
12105,Ahmedabad,2013-10-18,Platinum,Grocery,F,130626,2013,10,18,4,0,8,1,4,0,98,0
12350,Ahmedabad,2013-10-18,Signature,Bills,F,222885,2013,10,18,4,0,8,2,0,0,99,0
2428,Ahmedabad,2013-10-19,Platinum,Fuel,F,247988,2013,10,19,5,1,8,1,3,0,99,0
3677,Ahmedabad,2013-10-19,Gold,Bills,M,35078,2013,10,19,5,1,8,0,0,1,100,0
3931,Ahmedabad,2013-10-19,Signature,Grocery,M,157847,2013,10,19,5,1,8,2,4,1,101,0
3991,Ahmedabad,2013-10-19,Platinum,Food,M,242564,2013,10,19,5,1,8,1,2,1,102,0
6972,Ahmedabad,2013-10-19,Signature,Food,F,79984,2013,10,19,5,1,8,2,2,0,103,0
12721,Ahmedabad,2013-10-19,Gold,Bills,M,110647,2013,10,19,5,1,8,0,0,1,104,0
474,Ahmedabad,2013-10-20,Signature,Food,F,13879,2013,10,20,6,1,8,2,2,0,104,0
1001,Ahmedabad,2013-10-20,Silver,Food,F,185621,2013,10,20,6,1,8,3,2,0,105,0
4506,Ahmedabad,2013-10-20,Signature,Bills,F,99631,2013,10,20,6,1,8,2,0,0,106,0
5747,Ahmedabad,2013-10-20,Platinum,Fuel,M,127914,2013,10,20,6,1,8,1,3,1,107,0
7131,Ahmedabad,2013-10-20,Silver,Food,F,42521,2013,10,20,6,1,8,3,2,0,108,0
13562,Ahmedabad,2013-10-20,Gold,Grocery,M,48619,2013,10,20,6,1,8,0,4,1,109,0
13703,Ahmedabad,2013-10-20,Platinum,Grocery,M,178894,2013,10,20,6,1,8,1,4,1,110,0
3217,Ahmedabad,2013-10-21,Gold,Entertainment,M,126336,2013,10,21,0,0,8,0,1,1,110,0
3372,Ahmedabad,2013-10-21,Gold,Bills,F,195523,2013,10,21,0,0,8,0,0,0,111,0
6374,Ahmedabad,2013-10-21,Platinum,Food,M,257894,2013,10,21,0,0,8,1,2,1,112,0
7589,Ahmedabad,2013-10-21,Gold,Fuel,F,109151,2013,10,21,0,0,8,0,3,0,113,0
8492,Ahmedabad,2013-10-21,Platinum,Fuel,M,73351,2013,10,21,0,0,8,1,3,1,114,0
9132,Ahmedabad,2013-10-21,Platinum,Grocery,F,67116,2013,10,21,0,0,8,1,4,0,115,0
10174,Ahmedabad,2013-10-21,Silver,Bills,M,199305,2013,10,21,0,0,8,3,0,1,116,0
12273,Ahmedabad,2013-10-21,Silver,Bills,M,6528,2013,10,21,0,0,8,3,0,1,117,0
13215,Ahmedabad,2013-10-21,Gold,Fuel,M,36310,2013,10,21,0,0,8,0,3,1,118,0
406,Ahmedabad,2013-10-22,Gold,Bills,F,20032,2013,10,22,1,0,8,0,0,0,118,0
6401,Ahmedabad,2013-10-22,Signature,Bills,F,270108,2013,10,22,1,0,8,2,0,0,119,0
10316,Ahmedabad,2013-10-22,Signature,Grocery,F,148558,2013,10,22,1,0,8,2,4,0,120,0
12573,Ahmedabad,2013-10-22,Signature,Bills,F,216592,2013,10,22,1,0,8,2,0,0,121,0
13953,Ahmedabad,2013-10-22,Signature,Entertainment,M,173612,2013,10,22,1,0,8,2,1,1,122,0
1928,Ahmedabad,2013-10-23,Gold,Grocery,M,132728,2013,10,23,2,0,8,0,4,1,122,0
3580,Ahmedabad,2013-10-23,Silver,Grocery,F,67821,2013,10,23,2,0,8,3,4,0,123,0
5373,Ahmedabad,2013-10-23,Silver,Food,F,259535,2013,10,23,2,0,8,3,2,0,124,0
7079,Ahmedabad,2013-10-23,Signature,Fuel,M,231815,2013,10,23,2,0,8,2,3,1,125,0
8463,Ahmedabad,2013-10-23,Platinum,Grocery,M,23366,2013,10,23,2,0,8,1,4,1,126,0
10972,Ahmedabad,2013-10-23,Signature,Food,F,262063,2013,10,23,2,0,8,2,2,0,127,0
12473,Ahmedabad,2013-10-23,Silver,Bills,F,116903,2013,10,23,2,0,8,3,0,0,128,0
13270,Ahmedabad,2013-10-23,Gold,Entertainment,F,299495,2013,10,23,2,0,8,0,1,0,129,0
2863,Ahmedabad,2013-10-24,Silver,Entertainment,F,261231,2013,10,24,3,0,8,3,1,0,129,0
7014,Ahmedabad,2013-10-24,Signature,Grocery,F,22951,2013,10,24,3,0,8,2,4,0,130,0
7861,Ahmedabad,2013-10-24,Silver,Bills,M,79956,2013,10,24,3,0,8,3,0,1,131,0
8875,Ahmedabad,2013-10-24,Silver,Entertainment,M,260339,2013,10,24,3,0,8,3,1,1,132,0
8897,Ahmedabad,2013-10-24,Platinum,Bills,M,41095,2013,10,24,3,0,8,1,0,1,133,0
13140,Ahmedabad,2013-10-24,Silver,Fuel,M,200707,2013,10,24,3,0,8,3,3,1,134,0
2378,Ahmedabad,2013-10-25,Signature,Fuel,F,132803,2013,10,25,4,0,8,2,3,0,134,0
11624,Ahmedabad,2013-10-25,Platinum,Entertainment,M,75745,2013,10,25,4,0,8,1,1,1,135,0
11997,Ahmedabad,2013-10-25,Silver,Grocery,M,40749,2013,10,25,4,0,8,3,4,1,136,0
2189,Ahmedabad,2013-10-26,Platinum,Fuel,M,236462,2013,10,26,5,1,8,1,3,1,136,0
6135,Ahmedabad,2013-10-26,Platinum,Food,F,123358,2013,10,26,5,1,8,1,2,0,137,0
10500,Ahmedabad,2013-10-26,Signature,Fuel,M,223931,2013,10,26,5,1,8,2,3,1,138,0
12939,Ahmedabad,2013-10-26,Platinum,Entertainment,F,252512,2013,10,26,5,1,8,1,1,0,139,0
4373,Ahmedabad,2013-10-27,Signature,Bills,F,130641,2013,10,27,6,1,8,2,0,0,139,0
6038,Ahmedabad,2013-10-27,Silver,Bills,F,228689,2013,10,27,6,1,8,3,0,0,140,0
6562,Ahmedabad,2013-10-27,Gold,Fuel,M,227344,2013,10,27,6,1,8,0,3,1,141,0
8251,Ahmedabad,2013-10-27,Signature,Bills,F,92570,2013,10,27,6,1,8,2,0,0,142,0
8761,Ahmedabad,2013-10-27,Gold,Entertainment,F,143390,2013,10,27,6,1,8,0,1,0,143,0
11300,Ahmedabad,2013-10-27,Platinum,Grocery,F,210891,2013,10,27,6,1,8,1,4,0,144,0
769,Ahmedabad,2013-10-28,Silver,Food,F,174245,2013,10,28,0,0,8,3,2,0,144,0
7576,Ahmedabad,2013-10-28,Gold,Entertainment,M,216161,2013,10,28,0,0,8,0,1,1,145,0
11259,Ahmedabad,2013-10-28,Signature,Entertainment,F,194820,2013,10,28,0,0,8,2,1,0,146,0
13027,Ahmedabad,2013-10-28,Platinum,Entertainment,M,97720,2013,10,28,0,0,8,1,1,1,147,0
677,Ahmedabad,2013-10-29,Silver,Food,F,64241,2013,10,29,1,0,8,3,2,0,147,0
2974,Ahmedabad,2013-10-29,Signature,Entertainment,F,83901,2013,10,29,1,0,8,2,1,0,148,0
3880,Ahmedabad,2013-10-29,Platinum,Bills,M,238959,2013,10,29,1,0,8,1,0,1,149,0
4137,Ahmedabad,2013-10-29,Silver,Food,M,272194,2013,10,29,1,0,8,3,2,1,150,0
4866,Ahmedabad,2013-10-29,Signature,Entertainment,F,125517,2013,10,29,1,0,8,2,1,0,151,0
8826,Ahmedabad,2013-10-29,Platinum,Fuel,M,268134,2013,10,29,1,0,8,1,3,1,152,0
9463,Ahmedabad,2013-10-29,Signature,Fuel,M,171266,2013,10,29,1,0,8,2,3,1,153,0
11208,Ahmedabad,2013-10-29,Platinum,Food,M,221566,2013,10,29,1,0,8,1,2,1,154,0
11695,Ahmedabad,2013-10-29,Silver,Entertainment,F,1969,2013,10,29,1,0,8,3,1,0,155,0
11916,Ahmedabad,2013-10-29,Silver,Entertainment,F,241605,2013,10,29,1,0,8,3,1,0,156,0
12813,Ahmedabad,2013-10-29,Platinum,Entertainment,M,144978,2013,10,29,1,0,8,1,1,1,157,0
1499,Ahmedabad,2013-10-30,Signature,Food,F,156754,2013,10,30,2,0,8,2,2,0,157,0
3763,Ahmedabad,2013-10-30,Gold,Entertainment,M,84219,2013,10,30,2,0,8,0,1,1,158,0
5702,Ahmedabad,2013-10-30,Platinum,Grocery,F,219139,2013,10,30,2,0,8,1,4,0,159,0
6643,Ahmedabad,2013-10-30,Silver,Food,F,101404,2013,10,30,2,0,8,3,2,0,160,0
11119,Ahmedabad,2013-10-30,Gold,Grocery,M,41569,2013,10,30,2,0,8,0,4,1,161,0
1124,Ahmedabad,2013-10-31,Silver,Fuel,F,2586,2013,10,31,3,0,8,3,3,0,161,0
5665,Ahmedabad,2013-10-31,Silver,Fuel,M,292832,2013,10,31,3,0,8,3,3,1,162,0
5939,Ahmedabad,2013-10-31,Silver,Fuel,F,118753,2013,10,31,3,0,8,3,3,0,163,0
6250,Ahmedabad,2013-10-31,Signature,Food,F,176054,2013,10,31,3,0,8,2,2,0,164,0
7867,Ahmedabad,2013-10-31,Gold,Fuel,M,20076,2013,10,31,3,0,8,0,3,1,165,0
8335,Ahmedabad,2013-10-31,Silver,Food,F,58102,2013,10,31,3,0,8,3,2,0,166,0
11777,Ahmedabad,2013-10-31,Gold,Bills,F,51687,2013,10,31,3,0,8,0,0,0,167,0
13003,Ahmedabad,2013-10-31,Platinum,Fuel,F,20135,2013,10,31,3,0,8,1,3,0,168,0
13322,Ahmedabad,2013-10-31,Silver,Food,M,281141,2013,10,31,3,0,8,3,2,1,169,0
13845,Ahmedabad,2013-10-31,Silver,Entertainment,F,60856,2013,10,31,3,0,8,3,1,0,170,0
1506,Ahmedabad,2013-11-01,Signature,Food,F,46798,2013,11,1,4,0,8,2,2,0,170,0
1823,Ahmedabad,2013-11-01,Silver,Fuel,M,215066,2013,11,1,4,0,8,3,3,1,171,0
4853,Ahmedabad,2013-11-01,Platinum,Entertainment,F,89550,2013,11,1,4,0,8,1,1,0,172,0
11424,Ahmedabad,2013-11-01,Silver,Fuel,F,101427,2013,11,1,4,0,8,3,3,0,173,0
787,Ahmedabad,2013-11-02,Silver,Grocery,F,171803,2013,11,2,5,1,8,3,4,0,173,0
4928,Ahmedabad,2013-11-02,Signature,Grocery,F,247502,2013,11,2,5,1,8,2,4,0,174,0
10856,Ahmedabad,2013-11-02,Platinum,Food,M,85678,2013,11,2,5,1,8,1,2,1,175,0
2647,Ahmedabad,2013-11-03,Gold,Fuel,M,78101,2013,11,3,6,1,8,0,3,1,175,0
5209,Ahmedabad,2013-11-03,Gold,Grocery,F,178941,2013,11,3,6,1,8,0,4,0,176,0
6836,Ahmedabad,2013-11-03,Signature,Fuel,M,174599,2013,11,3,6,1,8,2,3,1,177,0
7447,Ahmedabad,2013-11-03,Gold,Fuel,M,37854,2013,11,3,6,1,8,0,3,1,178,0
12103,Ahmedabad,2013-11-03,Gold,Entertainment,F,1844,2013,11,3,6,1,8,0,1,0,179,0
47,Ahmedabad,2013-11-04,Platinum,Bills,F,313626,2013,11,4,0,0,8,1,0,0,179,0
4643,Ahmedabad,2013-11-04,Silver,Fuel,F,244917,2013,11,4,0,0,8,3,3,0,180,0
6045,Ahmedabad,2013-11-04,Platinum,Entertainment,M,266056,2013,11,4,0,0,8,1,1,1,181,0
8324,Ahmedabad,2013-11-04,Signature,Fuel,M,222249,2013,11,4,0,0,8,2,3,1,182,0
11328,Ahmedabad,2013-11-04,Silver,Entertainment,M,170018,2013,11,4,0,0,8,3,1,1,183,0
118,Ahmedabad,2013-11-05,Platinum,Bills,F,490128,2013,11,5,1,0,8,1,0,0,183,0
1158,Ahmedabad,2013-11-05,Silver,Grocery,F,22795,2013,11,5,1,0,8,3,4,0,184,0
5413,Ahmedabad,2013-11-05,Platinum,Entertainment,F,244384,2013,11,5,1,0,8,1,1,0,185,0
6352,Ahmedabad,2013-11-05,Signature,Entertainment,F,248041,2013,11,5,1,0,8,2,1,0,186,0
7657,Ahmedabad,2013-11-05,Platinum,Entertainment,F,61664,2013,11,5,1,0,8,1,1,0,187,0
10916,Ahmedabad,2013-11-05,Silver,Food,F,268989,2013,11,5,1,0,8,3,2,0,188,0
